"tApag"	"nApag"	"rhoApag"
8289.3	3.53097626080991	-0.00196557865481264
8289.4	3.54352210814438	-0.00149166358241453
8289.5	3.55300398553477	0.0018827919309187
8289.6	3.53023201583201	0.00328481345203591
8289.7	3.52410407543846	-0.00265993918937175
8289.8	3.53655648852022	-0.00368018420518719
8289.9	3.53777112239749	-0.000481058732094104
8290	3.52778341702393	-0.000552439822686628
8290.1	3.52616605317121	-0.00308298532455765
8290.2	3.52370778907804	-0.0034883536120431
8290.3	3.53823506749425	-0.00351803657183915
8290.4	3.53814485590334	0.000124966216618048
8290.5	3.53087316195165	-0.000206935182760344
8290.6	3.51983513716769	-0.00240466808137605
8290.7	3.52601462670068	-0.00486869673396836
8290.8	3.5258406473079	-0.00321113807316694
8290.9	3.52152015972189	-0.00333534923193299
8291	3.50736661644347	-0.00481226853506791
8291.1	3.51616223948563	-0.00790190026465916
8291.2	3.50846526381688	-0.00574582998609899
8291.3	3.5274644550584	-0.0068770471699605
8291.4	3.54186930367119	-0.00152409261087541
8291.5	3.53248408213366	0.0016410401219055
8291.6	3.53851214572926	-0.000605237073006186
8291.7	3.54028093621574	0.000879287326849637
8291.8	3.54204006120818	0.00127006270018147
8291.9	3.53894709420363	0.00149039370792021
8292	3.53456216925354	0.000484643948595923
8292.1	3.53625685733182	-0.000586769369937712
8292.2	3.52914947736393	-0.000421932523158485
8292.3	3.52446814348133	-0.00234014148209639
8292.4	3.54733354558928	-0.0026625865720304
8292.5	3.53410144652055	0.00254948703650423
8292.6	3.50976366528596	-0.00164297026544137
8292.7	3.51999622928812	-0.00727236932414099
8292.8	3.53758425567282	-0.00389565596523392
8292.9	3.541444020696	0.000648088685849905
8293	3.53929505302425	0.00143099784921191
8293.1	3.53490046247289	0.000652290926957597
8293.2	3.53732328656462	-0.000406223291835721
8293.3	3.5510773246564	0.000630598644927986
8293.4	3.56510844245005	0.00439090135960849
8293.5	3.5602724590705	0.00741786534399785
8293.6	3.53511310398878	0.00511127962755804
8293.7	3.52884340249092	-0.00140813378237452
8293.8	3.51355899285187	-0.00338620326649259
8293.9	3.51787625859182	-0.00687632815765931
8294	3.53240353611163	-0.00505573431278881
8294.1	3.53239387059233	-0.00131418539941281
8294.2	3.53733939575705	-0.00114328762781165
8294.3	3.53969133942908	0.000148932951834338
8294.4	3.52779952621409	0.000277894705790903
8294.5	3.5302159065274	-0.00260056078604452
8294.6	3.52170702630786	-0.00222232518448842
8294.7	3.52963275337483	-0.0039988768115554
8294.8	3.53220056016417	-0.00184524452119094
8294.9	3.53206524286746	-0.00119579731463351
8295	3.53157230130312	-0.00124657510582599
8295.1	3.51270520527488	-0.00199998945498474
8295.2	3.50532074814404	-0.0068723460677905
8295.3	3.51006007455732	-0.00832595674712643
8295.4	3.51361054220352	-0.00676641193742836
8295.5	3.52400742021414	-0.00535231080367762
8295.6	3.53400479084027	-0.00233067248880245
8295.7	3.53206524286867	5.38254583995604e-05
8295.8	3.53472970492939	-0.000420290312770435
8295.9	3.54188541287656	0.00041554030197898
8296	3.5374328292965	0.00193131839795402
8296.1	3.51008907123188	-0.000205710680711473
8296.2	3.52225796118953	-0.00656813202467999
8296.3	3.53584446174266	-0.00288456651847107
8296.4	3.54436623028171	0.000789201902446524
8296.5	3.55622260458855	0.00317298648065971
8296.6	3.55626126667956	0.0058737539373713
8296.7	3.5538545514646	0.00553973003888533
8296.8	3.54649586703605	0.00448314705106083
8296.9	3.51965793621195	0.00162618592214055
8297	3.50436386174601	-0.00552412583111473
8297.1	3.50694455540809	-0.00900800089646182
8297.2	3.51384251466793	-0.00779398547141246
8297.3	3.52192611144715	-0.00554814711457686
8297.4	3.52684586148171	-0.00323196567566086
8297.5	3.52386565923062	-0.00206738147318712
8297.6	3.52910114972989	-0.00261403600859889
8297.7	3.53604099401847	-0.00105809772030698
8297.8	3.53468459916399	0.000571464623577216
8297.9	3.53337975380179	0.000113919667028069
8298	3.52387854661417	-0.00057984035928484
8298.1	3.53686900705848	-0.00249622643001939
8298.2	3.53848637099401	0.000799315513464839
8298.3	3.52970363393933	0.000822085327328482
8298.4	3.52068248112291	-0.00170236830556631
8298.5	3.52344359815745	-0.00379543007467302
8298.6	3.52147505380671	-0.00306940699400568
8298.7	3.52797350559106	-0.00326093936154312
8298.8	3.51895879668863	-0.00188952992193785
8298.9	3.51134881053387	-0.00434875638289581
8299	3.52736457783727	-0.00557473368503437
8299.1	3.53074751015187	-0.00135408029626037
8299.2	3.53535796419161	-0.000387744077136148
8299.3	3.56121001463421	0.00156032920118595
8299.4	3.5310052577252	0.00670075462917497
8299.5	3.51318848114353	-0.00154929473110628
8299.6	3.48716568410306	-0.00678305030963101
8299.7	3.19279630195639	-0.0230932131615837
8299.8	2.33640679881991	-0.135957507139073
8299.9	1.31428861673088	-0.54784096420483
8300	0.648369376622137	-1.67036643671857
8300.1	0.391025718891707	-4.19877793621148
8300.2	0.333107639710243	-7.3088443099417
8300.3	0.326448205123796	-8.45476092109215
8300.4	0.321261127504766	-8.38619726392234
8300.5	0.31289092412755	-8.2976965665735
8300.6	0.310519688717915	-8.31656401852982
8300.7	0.302291244260193	-8.17780631206697
8300.8	0.292909400160865	-8.22513109586336
8300.9	0.291585245677825	-8.32070158058144
8301	0.2804443062203	-8.18119942474434
8301.1	0.268095196979183	-8.36373587107074
8301.2	0.262924229110861	-8.60966174182834
8301.3	0.26547910606529	-8.61797747634008
8301.4	0.270511537123593	-8.35761084769653
8301.5	0.262882345914674	-8.03399339788115
8301.6	0.249408833694596	-8.14627228689077
8301.7	0.246812073629436	-8.47969378189032
8301.8	0.242333790185124	-8.42863334322255
8301.9	0.238370992648275	-8.453930360168
8302	0.244382846490553	-8.46028595914653
8302.1	0.243206894363002	-8.09451049677068
8302.2	0.236876083671509	-8.00924714241357
8302.3	0.230677366337213	-8.11880017799111
8302.4	0.22560305257855	-8.23212501215021
8302.5	0.225087566740201	-8.3068629022376
8302.6	0.221762683105232	-8.2027713451074
8302.7	0.21774189362798	-8.21620169112435
8302.8	0.218018967260967	-8.26019727275395
8302.9	0.213534240591241	-8.13090191329617
8303	0.206813594243547	-8.20462975405302
8303.1	0.205934046576383	-8.37983136193508
8303.2	0.204342484135641	-8.30215932763317
8303.3	0.201378440747617	-8.25965070557785
8303.4	0.196236469868968	-8.2827221453997
8303.5	0.194403273501965	-8.40897139842825
8303.6	0.19347862085679	-8.3836810930109
8303.7	0.190926966181201	-8.31847692832549
8303.8	0.18987666388217	-8.33230089024859
8303.9	0.188523513685286	-8.27637154353006
8304	0.185395159321895	-8.23823469700322
8304.1	0.185143860000981	-8.2870169787613
8304.2	0.185085867850467	-8.19652482206862
8304.3	0.18289505327695	-8.10043274214346
8304.4	0.179006357439485	-8.11134185123041
8304.5	0.177279480094725	-8.20835043388899
8304.6	0.180672020853966	-8.19608534802997
8304.7	0.179380084624755	-7.93248869495583
8304.8	0.17642248499718	-7.90580670852212
8304.9	0.172656217093579	-7.96373800951098
8305	0.167117966921926	-8.06805157948919
8305.1	0.163857519502734	-8.27265908156434
8305.2	0.168074837366563	-8.35693085196019
8305.3	0.164211915969446	-8.03795611243945
8305.4	0.157101434376657	-8.16317874042393
8305.5	0.159814178133998	-8.47749538775716
8305.6	0.163844632358398	-8.22601328065852
8305.7	0.161450845391613	-7.91931275389708
8305.8	0.155016938897466	-7.9710258995446
8305.9	0.152069004807809	-8.25449681375671
8306	0.155896486447273	-8.341569453197
8306.1	0.151827370868879	-8.03556725401419
8306.2	0.148670020723124	-8.19404695919873
8306.3	0.146446988493082	-8.30478748274083
8306.4	0.144720111292585	-8.36185779959187
8306.5	0.141153594414763	-8.3917806910418
8306.6	0.133701603955081	-8.54821583046454
8306.7	0.137467871492148	-8.98202472834509
8306.8	0.145486896322523	-8.62055602849538
8306.9	0.142606619807178	-8.02315016372959
8307	0.141710963354978	-8.12848819234793
8307.1	0.144078975915565	-8.10869703651785
8307.2	0.1381154504316	-7.89409072247231
8307.3	0.129390854679769	-8.20655798799246
8307.4	0.12788305897454	-8.74110563498701
8307.5	0.127850841118942	-8.77435157467176
8307.6	0.126252835425956	-8.69975187389372
8307.7	0.132776951455959	-8.73696441460702
8307.8	0.137329334699951	-8.18870043014638
8307.9	0.137297116841273	-7.82191205205361
8308	0.136591545762706	-7.76020450269523
8308.1	0.131443132166597	-7.74560163941838
8308.2	0.127177487912485	-8.02135599083122
8308.3	0.127631759692182	-8.25111232970612
8308.4	0.127615650763101	-8.1513066905238
8308.5	0.129922449314847	-8.08446416883007
8308.6	0.129107337534147	-7.86303890308028
8308.7	0.122869960494413	-7.86202995648615
8308.8	0.119461311296389	-8.2440578171857
8308.9	0.121094756603826	-8.43555934535034
8309	0.121423378737922	-8.24441518033243
8309.1	0.121661790875567	-8.1562162025069
8309.2	0.123453103688425	-8.07495411638376
8309.3	0.118336908121992	-7.89052486575715
8309.4	0.117692551000034	-8.20893283038274
8309.5	0.120086337704543	-8.19465845217359
8309.6	0.118539880613154	-7.95639489920433
8309.7	0.113188494757304	-8.01863939787627
8309.8	0.111371407703413	-8.37997021446739
8309.9	0.113729754735929	-8.46615063743052
8310	0.117328489225507	-8.20886156492559
8310.1	0.116294296051416	-7.87541127616744
8310.2	0.115176336453739	-7.89960873704176
8310.3	0.114954033248809	-7.93021253307636
8310.4	0.11351711688408	-7.89445289047232
8310.5	0.115714374648124	-7.94887411725136
8310.6	0.121652125520001	-7.72283070060371
8310.7	0.116307183202637	-7.26056509895479
8310.8	0.108362260014969	-7.59379038113759
8310.9	0.105269345921575	-8.16408966026204
8311	0.106387305492245	-8.37147769500246
8311.1	0.102804680025438	-8.2226304417386
8311.2	0.0987613392662626	-8.48768950232076
8311.3	0.096886260140114	-8.81395739663514
8311.4	0.101519187622097	-8.93531383783822
8311.5	0.107502043282076	-8.42439746476704
8311.6	0.105759057320008	-7.8586818248792
8311.7	0.105407882699118	-7.95401677801814
8311.8	0.10339104498033	-7.93669145185985
8311.9	0.101519187618702	-8.06108083622997
8312	0.102366517204517	-8.17426448381322
8312.1	0.108423473938426	-8.04262686780419
8312.2	0.106751367256646	-7.50115588261328
8312.3	0.101461195484334	-7.59419793190894
8312.4	0.0947469946222739	-7.99659776560742
8312.5	0.0945826835665953	-8.57335690347608
8312.6	0.101074581224966	-8.52858009355888
8312.7	0.100278800215194	-7.87787890247459
8312.8	0.0973405318868044	-7.9051191269488
8312.9	0.092942794788793	-8.12839945682197
8313	0.0967799412237415	-8.4993726669118
8313.1	0.0945794617786582	-8.0825602754927
8313.2	0.0910934899722865	-8.24793093414836
8313.3	0.092182453436584	-8.54596877265614
8313.4	0.0944409250033403	-8.3827714135357
8313.5	0.0949403017423886	-8.11442898455027
8313.6	0.0944377032178292	-8.0230698812004
8313.7	0.0965769687406762	-8.02342408035004
8313.8	0.10023691700485	-7.77923066801738
8313.9	0.0975338390179225	-7.42699007887781
8314	0.0914027813702679	-7.62488991825608
8314.1	0.0909227353467484	-8.15195853713883
8314.2	0.0921212395124451	-8.15295141163756
8314.3	0.0902751564881389	-7.9942085765083
8314.4	0.0875881874860971	-8.13529518023153
8314.5	0.0885643884503302	-8.36490765301814
8314.6	0.0897983322486583	-8.21658546676811
8314.7	0.0869921571958486	-8.05239458157014
8314.8	0.0850139809915174	-8.29923663749683
8314.9	0.0873916585822508	-8.46399611585439
8315	0.0891185355355668	-8.16397456326369
8315.1	0.083947570049278	-7.95461588940122
8315.2	0.0791922149247997	-8.46173702506025
8315.3	0.0837091579364378	-8.96759139778926
8315.4	0.0866667568743407	-8.38709249821832
8315.5	0.0847916778028008	-8.03255149072959
8315.6	0.0867827411485804	-8.18584807889745
8315.7	0.0867827411472377	-7.9382320036741
8315.8	0.0892860683747377	-7.89608286221326
8315.9	0.0871822425312415	-7.61610622468099
8316	0.0868761729226784	-7.78434618866439
8316.1	0.0849592106460354	-7.77990036712178
8316.2	0.0812992625128741	-7.94185703156524
8316.3	0.081708429246914	-8.29720710872971
8316.4	0.0804583765477786	-8.21189070224744
8316.5	0.0845564874760097	-8.30575222143026
8316.6	0.0869857136248323	-7.81907143593168
8316.7	0.0841537643065607	-7.54498398774824
8316.8	0.0835158508120878	-7.79337857934179
8316.9	0.0841859821603817	-7.82181037710282
8317	0.0808772086368547	-7.72105603115072
8317.1	0.0815860014045295	-8.03401538319462
8317.2	0.0826717430579958	-7.91724891511148
8317.3	0.0849398799293844	-7.76215367409569
8317.4	0.0819758374288518	-7.50140494546061
8317.5	0.0760509742771229	-7.77784084012922
8317.6	0.0779904890148797	-8.40935871669635
8317.7	0.0801909683668348	-8.13559307852874
8317.8	0.0804164933377194	-7.85127015179818
8317.9	0.0778551740299293	-7.79516287506466
8318	0.079185771355139	-8.04173149371227
8318.1	0.0790536781568361	-7.8559308848701
8318.2	0.0809319789870519	-7.83231829003953
8318.3	0.0787186124892614	-7.59960628003108
8318.4	0.0736346353310035	-7.81124408170893
8318.5	0.0728227454493876	-8.37413741781538
8318.6	0.072571446199244	-8.43774659498747
8318.7	0.0700777844286691	-8.43444227813755
8318.8	0.0697137226997733	-8.72538389117947
8318.9	0.069433427385895	-8.73459193666531
8319	0.0681157172343126	-8.73464636998482
8319.1	0.0689211635361084	-8.87767808292199
8319.2	0.0717176731206994	-8.71827702741686
8319.3	0.079617490585647	-8.29355982348197
8319.4	0.0829520383807439	-7.34778467272901
8319.5	0.0825138755782301	-6.99109744862343
8319.6	0.0786219589278157	-7.0122459614218
8319.7	0.0758576671598483	-7.3781977304416
8319.8	0.0716596809765007	-7.65397184026804
8319.9	0.0716564591916913	-8.11865443622652
8320	0.0741372338295901	-8.07899821223485
8320.1	0.0704160718782431	-7.75170103957209
8320.2	0.0665531514101377	-8.17925510111179
8320.3	0.0681543786579355	-8.66324602230897
8320.4	0.0715372531378638	-8.39509159246632
8320.5	0.072555337272515	-7.92062351787984
8320.6	0.0700423447912011	-7.7692006447425
8320.7	0.0722138280374088	-8.04243978455793
8320.8	0.0722782637413979	-7.74181087779246
8320.9	0.0693722134672235	-7.70764349989177
8321	0.0671588470265113	-8.0380143367701
8321.1	0.0682349232860455	-8.29456138248984
8321.2	0.0691499102850825	-8.11354012105856
8321.3	0.0700745626434057	-7.95974099936687
8321.4	0.0682445886414245	-7.81432899029633
8321.5	0.0669204349231967	-8.01707245385876
8321.6	0.0732383557469705	-8.14789614439228
8321.7	0.0720720694867604	-7.34165847125545
8321.8	0.0684475611137501	-7.45253679468027
8321.9	0.0630220748511776	-7.8721719979733
8322	0.0665821474769945	-8.5825907505308
8322.1	0.066353400727335	-8.04263929415919
8322.2	0.0668463338629805	-8.03961605088292
8322.3	0.0674165898430505	-7.94062346151357
8322.4	0.0677967604972184	-7.83406449596948
8322.5	0.0663372918029808	-7.75721737316994
8322.6	0.0646104149415099	-7.91904217175448
8322.7	0.0648874884674814	-8.12086760909695
8322.8	0.0693786570395677	-8.04143417462404
8322.9	0.0718336573786124	-7.43081246874122
8323	0.0689018328249803	-7.12586523556249
8323.1	0.0659216815119427	-7.44461719350709
8323.2	0.067036419190469	-7.78886575284177
8323.3	0.0660022261432535	-7.61666538109678
8323.4	0.0641851392979037	-7.72309880828942
8323.5	0.0619975471696976	-7.9393022103321
8323.6	0.0645781970901337	-8.21214107070316
8323.7	0.0637018715218461	-7.81896335678344
8323.8	0.0634247979969721	-7.90826287305609
8323.9	0.0619878818124645	-7.91828129792875
8324	0.0614885051128744	-8.09120813008211
8324.1	0.060815152016475	-8.1328930582456
8324.2	0.0579767593082766	-8.20546767536164
8324.3	0.0583440428122662	-8.61441302512861
8324.4	0.0597551847035117	-8.51658991448113
8324.5	0.0581217396392631	-8.26478911251402
8324.6	0.058153957491455	-8.48805274947928
8324.7	0.0648391616941768	-8.43538795884535
8324.8	0.0648746013292411	-7.44701133643579
8324.9	0.0597261886364653	-7.42630201693009
8325	0.0597165232807721	-8.11267782781079
8325.1	0.0592203683693161	-8.0838479350878
8325.2	0.057528931175183	-8.13103820264812
8325.3	0.0553703351467639	-8.36784135557916
8325.4	0.0590625008984528	-8.68562746870906
8325.5	0.0617108082894024	-8.05072491978338
8325.6	0.0602771138981487	-7.6424645213937
8325.7	0.0577093511417731	-7.82234026690336
8325.8	0.0580959653589135	-8.17828960297479
8325.9	0.0623583871062496	-8.07852039934804
8326	0.0583021596065961	-7.44706785214398
8326.1	0.0559115950445217	-8.00281685771275
8326.2	0.0579316543157752	-8.34642487890265
8326.3	0.0579091018195072	-7.99424146555653
8326.4	0.0594748893954982	-7.96506418816309
8326.5	0.0605928488412596	-7.70208622424585
8326.6	0.0617140300738357	-7.51524095487204
8326.7	0.058437474584348	-7.3440020871714
8326.8	0.0560662407301232	-7.78278051510097
8326.9	0.0541589439472372	-8.12298670281451
8327	0.0548999545205066	-8.40594923117631
8327.1	0.0545552235155399	-8.24944504611661
8327.2	0.0583569299535719	-8.26741522079055
8327.3	0.0605445220643609	-7.63923576893306
8327.4	0.0597326322065649	-7.30842226132292
8327.5	0.0612919762191549	-7.39211229632318
8327.6	0.0603479931714322	-7.15977860368991
8327.7	0.0525416078371813	-7.27702395115128
8327.8	0.0520615618559501	-8.4592498939059
8327.9	0.0564560767299807	-8.50142198149136
8328	0.0572808537200853	-7.74027202763595
8328.1	0.0523644096536659	-7.59989942144223
8328.2	0.0496645537572085	-8.37186947756602
8328.3	0.0534855908632447	-8.83094795413938
8328.4	0.0548194098922892	-8.10304621957577
8328.5	0.0533889373092531	-7.85958593147319
8328.6	0.0605123042213048	-8.04931166311752
8328.7	0.0623036167605082	-6.97146993240542
8328.8	0.0546357681508525	-6.74071748975038
8328.9	0.0523354135885056	-7.79030952592901
8329	0.0585921202684403	-8.12722907352711
8329.1	0.0596230915135978	-7.13830486094175
8329.2	0.0491845077975781	-6.99862065754115
8329.3	0.0452829260907922	-8.6497408359334
8329.4	0.047480183491182	-9.42600924513159
8329.5	0.0526189306720997	-8.89933579739311
8329.6	0.0523837403602992	-7.91527421416834
8329.7	0.0532826184004418	-7.92537621710484
8329.8	0.0543232549867771	-7.74798146824437
8329.9	0.0539366407748731	-7.55835392777085
8330	0.0539688586257686	-7.59368058327188
8330.1	0.0555088719079896	-7.56004966601755
8330.2	0.0609536887790518	-7.29037637472405
8330.3	0.0536305712061209	-6.55541895496056
8330.4	0.0484886022098371	-7.55915050115242
8330.5	0.0473029853106777	-8.42627285336779
8330.6	0.0522903085957591	-8.6133873718573
8330.7	0.0540107418318603	-7.67581720638274
8330.8	0.049451915947328	-7.3889882483361
8330.9	0.0461302555551288	-8.13164318678485
8331	0.0498288647975421	-8.73817047024169
8331.1	0.0528992259741964	-7.98724921969133
8331.2	0.0502348097134922	-7.45368680417234
8331.3	0.0486206953969538	-7.87361024707539
8331.4	0.0483178476014627	-8.13648672278043
8331.5	0.0460787069946069	-8.16939748843495
8331.6	0.0496258923383586	-8.56878228016853
8331.7	0.0546679859940648	-7.85329685611227
8331.8	0.05617255963861	-7.02257646771446
8331.9	0.0545358928036943	-6.79524616827327
8332	0.0508791667298396	-7.01345929499176
8332.1	0.048275964395952	-7.56294976282329
8332.2	0.0503830118274779	-7.98529677271427
8332.3	0.0495227952137661	-7.59017689574593
8332.4	0.0492167256333575	-7.71209076763293
8332.5	0.0510338124145365	-7.73479274520741
8332.6	0.0510434777699538	-7.40349552619248
8332.7	0.0448608722585907	-7.39271260042972
8332.8	0.0367258651351739	-8.52490033323666
8332.9	0.0433273025936875	-10.5434330183005
8333	0.0500189501154462	-8.74824196203567
8333.1	0.0447062265730735	-7.44765685859848
8333.2	0.0421771253314963	-8.41674608375988
8333.3	0.0461141466348894	-8.93049356056169
8333.4	0.0511659056007576	-8.05114439010772
8333.5	0.0463106755229903	-7.15861214495402
8333.6	0.0442873945188346	-7.98225893771156
8333.7	0.0478055837781807	-8.34898756218635
8333.8	0.0483210693867143	-7.64284510779394
8333.9	0.0471805574799617	-7.53126162397809
8334	0.0494325852324562	-7.70459836390403
8334.1	0.0522935303794514	-7.28388518122427
8334.2	0.0493262663386156	-6.82447850963881
8334.3	0.0413813444356127	-7.28619300444527
8334.4	0.041961265735953	-8.82199510250628
8334.5	0.046278457668583	-8.64264595184921
8334.6	0.0450960625588247	-7.73033531605543
8334.7	0.0472868763861958	-7.92445978249673
8334.8	0.0495582348491762	-7.48673975677442
8334.9	0.0476670470221089	-7.08674385621431
8335	0.0459530573784737	-7.38526508032491
8335.1	0.0445870205243344	-7.67275829316058
8335.2	0.0452184903900348	-7.90680504051662
8335.3	0.0470001375167815	-7.75345712333081
8335.4	0.0483081822463825	-7.39924180193351
8335.5	0.0427312723566089	-7.16723443004826
8335.6	0.041806620055795	-8.19369961210856
8335.7	0.0395191527088099	-8.3710356914728
8335.8	0.0385493954285411	-8.87689726654683
8335.9	0.0370061604263552	-9.09283561995681
8336	0.0413265740916826	-9.45868397285287
8336.1	0.0443067252282929	-8.33902545523527
8336.2	0.0420095925157559	-7.70072294572047
8336.3	0.0377729452486075	-8.15658966690263
8336.4	0.0372606814379874	-9.14011862384018
8336.5	0.0415005504839884	-9.23016349444874
8336.6	0.043739691063424	-8.162619751933
8336.7	0.0420095925110025	-7.68096403213805
8336.8	0.0434400650577659	-8.00526011298928
8336.9	0.0485143764915917	-7.67511580700861
8337	0.0473674210153943	-6.76460912107687
8337.1	0.0414264494277119	-6.94708800815445
8337.2	0.0428988051757412	-8.04136887723345
8337.3	0.04586929096738	-7.70168202310992
8337.4	0.0451315021963349	-7.12649141726217
8337.5	0.041023726301922	-7.24755078584217
8337.6	0.045846738472592	-8.02221044531125
8337.7	0.0421706817626682	-7.07317575899296
8337.8	0.0389617839069941	-7.7523143946238
8337.9	0.0402440543324253	-8.43076443182117
8338	0.040405143581157	-8.10546609044109
8338.1	0.0391873088562869	-8.04647739954187
8338.2	0.0334428662670112	-8.31360772128146
8338.3	0.0366453205195408	-9.84524344059992
8338.4	0.0462526833908989	-8.84314357795328
8338.5	0.0462591269575569	-6.80308271694042
8338.6	0.0445354719645566	-6.7901877734998
8338.7	0.0431726569001688	-7.07240883078467
8338.8	0.0454858985475336	-7.29639362102953
8338.9	0.0430953340617079	-6.86751989206354
8339	0.0411203798500268	-7.28227276746397
8339.1	0.0394063902340562	-7.65560311058082
8339.2	0.0423962067122164	-7.99152141858899
8339.3	0.0402859375360601	-7.34834938502231
8339.4	0.0436172632325491	-7.74561540636131
8339.5	0.0456727620801052	-7.05981425348227
8339.6	0.0466521847314029	-6.68196547850683
8339.7	0.0458338513323934	-6.5088106817685
8339.8	0.043356298645959	-6.63015018861927
8339.9	0.0438524535400979	-7.03818796363789
8340	0.0394676041513447	-6.94003287183272
8340.1	0.0349764359002562	-7.79786173624357
8340.2	0.0380532405470018	-8.86934333164246
8340.3	0.0442680638078455	-8.03200667109039
8340.4	0.0432757540217248	-6.7629804758834
8340.5	0.039396724880246	-6.93044924318461
8340.6	0.0397768955085327	-7.67532741929865
8340.7	0.0420482539317249	-7.56231214155555
8340.8	0.0466618500872381	-7.07168417391352
8340.9	0.0434787264804669	-6.27725366129578
8341	0.0373380042842962	-6.80095975382274
8341.1	0.0319962848295671	-8.05598279583266
8341.2	0.0358527614086037	-9.49727654395001
8341.3	0.0366292115843449	-8.34640172494182
8341.4	0.0346961406097971	-8.1293285137921
8341.5	0.0356207928916591	-8.59868246479665
8341.6	0.0379211473600259	-8.31621942532519
8341.7	0.0424413117022148	-7.71939170589548
8341.8	0.0402376107644614	-6.79095689477347
8341.9	0.0360202942272077	-7.20475710559417
8342	0.0411815937676342	-8.10938377904834
