"tT"	"nT"	"rhoT"
177.8	0.347918196803637	0.000516675567078198
177.9	0.345640393001392	-0.0204810358986503
178	0.346600485691282	-0.0252421684778271
178.1	0.342611912724911	-0.0232941880886357
178.2	0.351049774344818	-0.0299855598303765
178.3	0.357525567448041	-0.00538286028314622
178.4	0.357080960759076	0.0101450595878886
178.5	0.352061415633087	0.00675180874435261
178.6	0.356256183116886	-0.0045206635699151
178.7	0.356298066354203	0.0057645673875773
178.8	0.356191747362588	0.00546551844938284
178.9	0.353150379848671	0.00387401682037426
179	0.349599969913711	-0.00497053972076357
179.1	0.351014334664396	-0.0131938110676555
179.2	0.347386601856232	-0.010456374641548
179.3	0.345914244949076	-0.0198138305127539
179.4	0.353997709987924	-0.0201698492155405
179.5	0.358901270787603	0.00226739157846989
179.6	0.362284147844975	0.0148654630212855
179.7	0.355163997111501	0.0197132607925196
179.8	0.348098616906594	-0.000486681715371334
179.9	0.354503530657386	-0.0158747806687358
180	0.358379341176197	0.001905605312452
180.1	0.351597478239644	0.00881854678933979
180.2	0.34206098705975	-0.0113532243885185
180.3	0.352708994980014	-0.0316725486636906
180.4	0.365273966840614	0.000742820787297532
180.5	0.366736658463853	0.0307440208395931
180.6	0.359055916604902	0.0302448666110213
180.7	0.350034911237928	0.00817755264546149
180.8	0.346558602453014	-0.0153339051337595
180.9	0.352264388258914	-0.0215252054703742
181	0.354432651316403	-0.00561203734330121
181.1	0.35832779257405	0.00115968261454325
181.2	0.357699543980272	0.0102095928880685
181.3	0.355888899330128	0.00763715055827403
181.4	0.355537724477129	0.00282992129779899
181.5	0.354841818351181	0.00162939538371889
181.6	0.349342226907266	-0.00197464142765697
181.7	0.351407392754584	-0.0148451101966354
181.8	0.35758678141469	-0.0070260789746871
181.9	0.35600810546857	0.00771639837008656
182	0.353008621188894	0.00252779626797802
182.1	0.352415812269281	-0.00514569672638293
182.2	0.350051020176606	-0.00724321827205666
182.3	0.346420065590751	-0.0141392750838407
182.4	0.356078984815183	-0.0195541146563837
182.5	0.363450434987913	0.0075302956940031
182.6	0.360882670201531	0.0236376602512359
182.7	0.350115455937194	0.0130707346476373
182.8	0.352393259764612	-0.0128883758324116
182.9	0.36015776797679	-0.00406919581781645
183	0.364732706503233	0.0163005646558492
183.1	0.354932028406374	0.023077571702665
183.2	0.3514943810166	-0.00222991428357986
183.3	0.35841478084508	-0.00819753535923287
183.4	0.353627204436184	0.00743377046774188
183.5	0.345756377352124	-0.00710948992116623
183.6	0.349142476082463	-0.025485401410274
183.7	0.352973181525116	-0.0145708445164162
183.8	0.349802942534873	-0.0056279248125214
183.9	0.350556840836509	-0.0131671192165218
184	0.358946375805618	-0.00804342456414673
184.1	0.356964976396017	0.0118650422314512
184.2	0.35446486919363	0.0056861754452518
184.3	0.351726349722835	-0.001599857066738
184.4	0.355244541801601	-0.00714951699177148
184.5	0.356987528910646	0.0022884104908703
184.6	0.355876012178126	0.0059641117572611
184.7	0.35896892832287	0.00402177775011357
184.8	0.351632917884937	0.00881660349272367
184.9	0.353221259180092	-0.00887967986541306
185	0.358746624969198	-0.00274135103944829
185.1	0.355115670300216	0.00948965358017108
185.2	0.343172503760853	-0.00367349855026208
185.3	0.344151927168453	-0.0334226389684743
185.4	0.35152982068306	-0.027044849214282
185.5	0.352944185437905	-0.00695109624305117
185.6	0.348063177243332	-0.00503319242163996
185.7	0.346880781207072	-0.0176279885666795
185.8	0.351752124029972	-0.01845264923801
185.9	0.353421010007515	-0.00515076730689208
186	0.350118677714893	-0.00218510569672714
186.1	0.351275299459292	-0.0100962244263436
186.2	0.353218037383829	-0.00635134896749536
186.3	0.350360311783545	-0.00246817894745277
186.4	0.350508514013687	-0.00958279273264285
186.5	0.357287155170291	-0.00670834946425507
186.6	0.359945129981644	0.0107941511701212
186.7	0.35491914125278	0.0148508187874892
186.8	0.349899596159695	0.000429539983555898
186.9	0.35002524587482	-0.0120014711841375
187	0.353743188766137	-0.0100121662620492
187.1	0.353469336817698	-0.000619167751086543
187.2	0.357245271925262	-0.000114576842135233
187.3	0.354323110540992	0.00795289496936894
187.4	0.350340981062433	-0.000859943029021628
187.5	0.345395537148641	-0.0124076044745279
187.6	0.347550913020083	-0.0238006243495363
187.7	0.345028253369901	-0.0183355253145019
187.8	0.344689965678425	-0.0243632687894168
187.9	0.352386816204562	-0.0218379388455531
188	0.368469980290375	0.00354217751882093
188.1	0.370299955722567	0.0413319125702287
188.2	0.359767931674343	0.0402085923414401
188.3	0.353965492111079	0.0124949369564783
188.4	0.356984307123189	-0.000866192791424031
188.5	0.359352321053773	0.00737722493084409
188.6	0.361266062930957	0.0134405225928028
188.7	0.362235821032122	0.0178162389142627
188.8	0.358121598190179	0.0181305503650486
188.9	0.347248064993397	0.00420095990376706
189	0.338984180001793	-0.0255924556968822
189.1	0.338636226953122	-0.0462660128564345
189.2	0.34762823595116	-0.0422233028561984
189.3	0.357271046223471	-0.0139963923115407
189.4	0.353897834571638	0.00889124552258654
189.5	0.351781120111497	-0.00056848066351043
189.6	0.35114964974354	-0.00613304236058453
189.7	0.353685196587242	-0.0067420355722135
189.8	0.350605167642643	-0.00140886288613318
189.9	0.348694647605594	-0.00975605483806489
190	0.350853245285063	-0.0135592081279331
190.1	0.350270101731435	-0.00797251564313548
190.2	0.349136032504544	-0.00967031848990495
190.3	0.354300558025277	-0.010545826272344
190.4	0.353730301616194	0.00225103676153779
190.5	0.350009136936985	-0.000665454506200562
190.6	0.352019532394438	-0.00931152905241188
190.7	0.353971935691172	-0.00343406975812492
190.8	0.360963214890065	0.00368895982547779
190.9	0.354226456911883	0.0178689321023694
191	0.354658176451749	0.0010846787199491
191.1	0.35733548197738	0.00295229861166809
191.2	0.350663159827185	0.00703432749989476
191.3	0.347225512477778	-0.0107685865083576
191.4	0.354922363044952	-0.0163916094855545
191.5	0.357966952359068	0.004308296466852
191.6	0.35025077101107	0.00879079213038142
191.7	0.345166790233757	-0.0122262109256193
191.8	0.346813123669134	-0.0241385438531308
191.9	0.353417788230641	-0.0168024546042196
192	0.357618999291649	0.00157784911582461
192.1	0.35485792728258	0.0105588736615602
192.2	0.350966007861261	0.00204406407368711
192.3	0.352947407246078	-0.007025934807992
192.4	0.356691124455633	-0.00067428542164815
192.5	0.348482009631067	0.00560383088346847
192.6	0.342405718323374	-0.0170257097020623
192.7	0.346974213053778	-0.0304781524739666
192.8	0.350630941941923	-0.0163823359616306
192.9	0.344728627131388	-0.00876489145163343
193	0.347086975616882	-0.0227893370313636
193.1	0.35470005969418	-0.0134855012932449
193.2	0.355428183700792	0.00587119124836304
193.3	0.347931083956319	0.00463657330334238
193.4	0.345137794151169	-0.0152408753936881
193.5	0.357068073617267	-0.0178129888466635
193.6	0.358057162412383	0.0124931501477004
193.7	0.355424961905853	0.0132700535159069
193.8	0.355167218897793	0.00621041465022683
193.9	0.357635108228042	0.00608605231036717
194	0.354055702164352	0.0105242294532247
194.1	0.3558019110613	0.00201648872199908
194.2	0.361881424379391	0.00819446373946007
194.3	0.358024944534856	0.0209908513149507
194.4	0.356768447350591	0.0106623071158886
194.5	0.355431405480832	0.0068561930294591
194.6	0.353540216156237	0.00280505964992284
194.7	0.346703582892382	-0.00414109308816502
194.8	0.352444808366467	-0.019079374876509
194.9	0.356027436193289	-0.00271002000192425
195	0.351024000032158	0.00440935572439894
195.1	0.350189557044139	-0.00836088162087534
195.2	0.355283203249132	-0.00841282942455355
195.3	0.356140198762423	0.00466294297651942
195.4	0.360753798690363	0.00801801749780724
195.5	0.354696837906044	0.0166220552174745
195.6	0.355189771410855	0.00162570918603893
195.7	0.362245486390933	0.0051598001939595
195.8	0.357583559639903	0.0202041298732405
195.9	0.352757321755209	0.00682220147417247
196	0.350038133026891	-0.00601366126889681
196.1	0.355615047385097	-0.01055771036751
196.2	0.357261380862051	0.00417303659959762
196.3	0.352322380436052	0.00633206214617131
196.4	0.344628751718207	-0.00854101153651414
196.5	0.342650574173345	-0.0283560630162244
196.6	0.344606199200932	-0.0317355550785798
196.7	0.345965793546216	-0.0250566959845243
196.8	0.350672825179183	-0.0191609205418453
196.9	0.352019532393799	-0.00633666792822873
197	0.352422255844512	-0.00287449164429036
197.1	0.354194239031795	-0.00140017126139495
197.2	0.353137492693787	0.00243587137587706
197.3	0.35442942952945	2.40095977612811e-05
197.4	0.356059654068969	0.00358515670653202
197.5	0.354097585406305	0.00661434197246385
197.6	0.351800450837517	0.000732945276620553
197.7	0.354400433439383	-0.00412388738966135
197.8	0.351890660893569	0.00150850600982733
197.9	0.350424747536056	-0.00527612456960137
198	0.347644344861931	-0.00971642151433796
198.1	0.344541763452158	-0.0174698100780511
198.2	0.345972237119524	-0.0243402264864444
198.3	0.350183113467147	-0.0184223427666451
198.4	0.346996765561509	-0.00838124145666308
198.5	0.348446569965333	-0.0158091035903688
198.6	0.353076278729145	-0.0101745441806726
198.7	0.349039378876984	9.26454443313603e-05
198.8	0.353707749107083	-0.00855764389244216
198.9	0.356107980884458	0.00390996294566388
199	0.35166835754844	0.00788257458518245
199.1	0.351181867619761	-0.00357003197539185
199.2	0.349332561547218	-0.00537387711658208
199.3	0.348304811309554	-0.0102377801340565
199.4	0.350692155905556	-0.0117300027844553
199.5	0.353997709989927	-0.00433299630612158
199.6	0.356262626690916	0.00454703071811103
199.7	0.353981601050882	0.00892292555626773
199.8	0.348804188383763	0.00119543455232343
199.9	0.352644559193963	-0.0104427694574202
200	0.354364993775508	-5.4153026064676e-08
200.1	0.355718144580975	0.00454998036037203
200.2	0.354719390416018	0.00721957976525922
200.3	0.356865100983066	0.00517324308639066
200.4	0.358102267438838	0.0105134169738784
200.5	0.35325992063103	0.0114222650674955
200.6	0.347734554911188	-0.00258457968186282
200.7	0.352663889919187	-0.0145474893239783
200.8	0.359184788093063	0.000510692644340851
200.9	0.35824402609581	0.0158238493089133
201	0.348949168843428	0.00984630506681496
201.1	0.343823304833585	-0.0150589819929834
201.2	0.350959564283199	-0.0250778608307627
201.3	0.351784341904806	-0.00577544094308754
201.4	0.34437100871325	-0.00612851251069258
201.5	0.343088737276288	-0.0251941961289454
201.6	0.343391585303572	-0.0275517158355465
201.7	0.348688204034926	-0.0240450106586259
201.8	0.352973181525339	-0.00840176355512051
201.9	0.348675316885856	0.000797275125877387
202	0.347950414677387	-0.010392304987546
202.1	0.350080016263893	-0.0112975992967746
202.2	0.35499002058832	-0.00407880609483146
202.3	0.359523075798481	0.00939678884778193
202.4	0.35049562687082	0.0166363585038284
202.5	0.350821027410916	-0.00590916509401869
202.6	0.351562038554802	-0.00469277019974285
202.7	0.350643829091448	-0.00308051971044742
202.8	0.346242867273322	-0.00682957585679737
202.9	0.350611611228654	-0.0162457347091564
203	0.357335481978624	-0.00247870302273067
203.1	0.352158069261453	0.0120568545263112
203.2	0.355189771409036	-7.84496034998441e-05
203.3	0.351710240786557	0.00605646837632558
203.4	0.353942939600883	-0.00200399678446196
203.5	0.352573679869825	0.00302606084567563
203.6	0.361143635000762	0.00239058796059142
203.7	0.360518608189191	0.0225126911084879
203.8	0.353056948015379	0.0176713767208444
203.9	0.344055273538418	-0.00393664292217208
204	0.340060257020833	-0.0278150175188614
204.1	0.344309794750264	-0.0356823544804408
204.2	0.348001963280921	-0.0219908672059609
204.3	0.354339219478222	-0.00974573906808345
204.4	0.354381102715354	0.00606852204199193
204.5	0.349867378284708	0.00420941601065536
204.6	0.349828716834024	-0.00722963007081403
204.7	0.352541461986962	-0.00624200411317705
204.8	0.346590820328775	-0.00143579680199103
204.9	0.349480763774159	-0.0153979899393192
205	0.350727595570879	-0.00722383362679987
205.1	0.356149864123523	-0.00216374042453619
205.2	0.351471828509144	0.0093977273274723
205.3	0.347405932579823	-0.00388256903411324
205.4	0.354503530655506	-0.0115643114246207
205.5	0.359039807646835	0.00784629547111203
205.6	0.353034395499936	0.0162554241334251
205.7	0.349358335845906	-0.000150884715150777
205.8	0.350302319607709	-0.00895255411385484
205.9	0.352335267579615	-0.00559352341559553
206	0.354690394329109	0.000373980612064095
206.1	0.357248493709818	0.00687753783326587
206.2	0.35556994234974	0.012125544714746
206.3	0.35793151269168	0.00837327918991927
206.4	0.353089165884592	0.0120885685099335
206.5	0.347947192891024	-0.00180006870465171
206.6	0.34552118686324	-0.0153211685177226
206.7	0.345269887437126	-0.0209662612110833
206.8	0.353137492703475	-0.0181250931185497
206.9	0.359339433900139	0.00422079788537273
207	0.352931298301177	0.0166461645665198
207.1	0.348536780016339	-0.00100625398873792
207.2	0.354232900485345	-0.00997827696951502
207.3	0.351826225140403	0.00362149743775129
207.4	0.348749417999908	-0.00352731309489578
207.5	0.340923696071521	-0.0137762461256257
207.6	0.341651820045553	-0.0332096813043556
207.7	0.343056519404083	-0.0296252269900606
207.8	0.347644344859175	-0.0234268934496345
207.9	0.345083023756982	-0.0119450409126674
208	0.349699845336018	-0.0166902692064922
208.1	0.360914888089514	-0.000876106133173382
208.2	0.360592709321796	0.0256734359909614
208.3	0.349071596758438	0.0198844990058332
208.4	0.348807410173158	-0.00901527701679664
208.5	0.351320404484571	-0.00851254675667803
208.6	0.355975887598335	-0.000439328003115513
208.7	0.355531280905821	0.0106422030490531
208.8	0.347695893460474	0.00644073032443991
208.9	0.350734039146015	-0.0121756206847817
209	0.353256698837884	-0.00328596274985907
209.1	0.359329768539831	0.00500906141542524
209.2	0.359217005969446	0.0192326449706618
209.3	0.36175577466061	0.0190029503309021
209.4	0.362387245047735	0.0244229350577118
209.5	0.355225211095228	0.0226486234897016
209.6	0.346471614189187	0.00195916132805842
209.7	0.34761857055955	-0.0193572537624815
209.8	0.345849809191711	-0.0161610036269204
209.9	0.346120439345014	-0.0199054147815144
210	0.348991052063016	-0.017481173601021
210.1	0.349100592839203	-0.00960172965517413
210.2	0.348746196207599	-0.00920673923383974
210.3	0.357113178637236	-0.00702183413881729
210.4	0.361688117118843	0.015055330041802
210.5	0.358169924988383	0.0239296889683643
210.6	0.350991782150618	0.0122760916809477
210.7	0.35372063625418	-0.0047045371804119
210.8	0.355772914970503	0.00292353577587909
210.9	0.349013604581048	0.00553590085842082
211	0.343568783616855	-0.0131691668654081
211.1	0.345327879615463	-0.0259312612794317
211.2	0.348581885040316	-0.0193002275877523
211.3	0.346020563931178	-0.011291912541981
211.4	0.35033131570096	-0.0160134754939882
211.5	0.354722612202405	-0.0032353768065679
211.6	0.354635623936974	0.00741718870615257
211.7	0.349993027999845	0.00519245498579352
211.8	0.352641337407967	-0.00563426131445815
211.9	0.3586048663139	0.00304786706215154
212	0.35411369435524	0.0156790965774154
212.1	0.343217608780352	0.000554194947222906
212.2	0.344261467940117	-0.0265637991133864
212.3	0.349142476078902	-0.0211655762830805
212.4	0.348356359911736	-0.00834798142903872
212.5	0.354245787661587	-0.00814895579803692
212.6	0.357151840085507	0.00748842292508198
212.7	0.355383078667669	0.0134223821692886
212.8	0.356794221651416	0.00901743533674084
212.9	0.357348369126951	0.0121823351461625
213	0.358949597595956	0.01354049228493
213.1	0.36546083052435	0.0189842863535549
213.2	0.362777081360266	0.0325014002195485
213.3	0.354162021166064	0.0223346735291328
213.4	0.346478057765073	-0.00145478084676982
213.5	0.350859688869972	-0.0188907152443232
213.6	0.358215030016965	-0.00447487572217957
213.7	0.365264301473126	0.0159490292202002
213.8	0.352080746389528	0.0274629583517742
213.9	0.341580940725289	-0.00847039973308798
214	0.341091229031565	-0.0349848777905518
214.1	0.351033665395462	-0.0313469026305955
214.2	0.355408852966785	-0.00333128766731078
214.3	0.348881511303735	0.00517201526670301
214.4	0.342499150160297	-0.0134079152299732
214.5	0.342859990369616	-0.0291932809249763
214.6	0.351777898328058	-0.0241309075681747
214.7	0.352863640746516	-0.000492410822694016
214.8	0.351001447515065	0.00133632200659666
214.9	0.348694647604739	-0.00426547575041694
215	0.348556110742254	-0.0100468173605506
215.1	0.342988861864793	-0.0120469967184803
215.2	0.338452585066623	-0.0275375978443174
